epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr
1.0,0.6776041877131129,0.7813181322674418,0.781999484996277,0.43463675546697583,0.8528512322360137,0.8537678113660065,0.00029815325108927063
2.0,0.2545459452410077,0.9291424418604651,0.9295155490978806,0.18545102299782285,0.9520597229717576,0.9523233607154037,0.00029265847744427303
3.0,0.14794849595704743,0.9603470203488372,0.9605540356996233,0.14258289088671489,0.9559273250584638,0.9566770078050515,0.0002836509786282552
4.0,0.09409763499401337,0.9752225654069767,0.9753291565339992,0.07952011247282943,0.9776038855909336,0.9777121836192185,0.0002713525491562421
5.0,0.08347428862958453,0.9770167151162791,0.9771611508197685,0.18799529567342113,0.9387479762547221,0.9368180242019613,0.0002560660171779821
6.0,0.05712973391420619,0.9851244549418605,0.985180349677542,0.07516791747776075,0.9769742759489117,0.9769382541760153,0.000238167787843871
7.0,0.0480413097065202,0.9881676962209303,0.988210217991492,0.03147588638556285,0.9934340708760568,0.9934683620693793,0.00021809857496093204
8.0,0.038418037112975534,0.9903706395348837,0.9904282483116529,0.03519992500960419,0.9905558553696708,0.9905730426172635,0.00019635254915624216
9.0,0.02996188612264949,0.9930277979651163,0.9930634699586097,0.03360314971601004,0.992984349703184,0.9930378377130775,0.00017346516975603468
10.0,0.02436965740783963,0.9945948401162791,0.994614095134747,0.04697489755485829,0.9860586436409426,0.9862043948125978,0.00015000000000000001
11.0,0.023257751071955577,0.9948446584302325,0.9948745260739186,0.0259063101646191,0.9922647958265876,0.9923431689605582,0.0001265348302439654
12.0,0.017242698962691913,0.996593386627907,0.9966073338674505,0.015993448541259933,0.9975715056664868,0.9975786131502856,0.0001036474508437579
13.0,0.015263895764080592,0.997093023255814,0.9971062243945085,0.014256120926292921,0.9963122863824428,0.996339658373639,8.190142503906799e-05
14.0,0.012795995953384527,0.9976607921511628,0.9976710366853541,0.0113312726650058,0.9980212268393596,0.9980208166115947,6.183221215612905e-05
15.0,0.01122196055515561,0.9981150072674418,0.9981294597669246,0.012969488451261705,0.9969418960244648,0.9969580786122657,4.393398282201788e-05
16.0,0.009162615340332999,0.9987963299418605,0.9987941472107694,0.010721482403367292,0.997931282604785,0.9979455091408213,2.86474508437579e-05
17.0,0.008961628039562426,0.9987736191860465,0.9987784383527629,0.008074687806583497,0.9986508364813815,0.9986557053426612,1.6349021371744834e-05
18.0,0.00757176055150583,0.9993413880813954,0.9993468593520969,0.008428586859515372,0.9989206691851052,0.9989241089999183,7.341522555726972e-06
19.0,0.007781450601489564,0.9990234375,0.9990320175343335,0.008123946988398592,0.9983810037776578,0.9983851415098263,1.8467489107293517e-06
20.0,0.007272949756318053,0.9992278343023255,0.9992318134375772,0.007125429223142638,0.9990106134196798,0.9990188277281387,0.0
