epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr,train_epoch_seconds,val_epoch_seconds,train_examples_per_sec,val_examples_per_sec,train_steps_per_sec,val_steps_per_sec,train_cpu_util,val_cpu_util,train_ram_used_gb,val_ram_used_gb,train_vram_used_gb,val_vram_used_gb,train_vram_peak_gb,val_vram_peak_gb
1.0,0.212387106884485,0.9518930720186781,0.9523976896928461,0.010907684013181611,0.99677955070805,0.9968651581546888,9.96057350657239e-05,221.30243922304362,23.385624445974827,1610.2488578575687,3810.8026666501582,6.290034601006128,14.923698137984529,9.9,13.4,16.92224884033203,18.266826629638672,4.052734375,0.14453125,3.7676801681518555,0.6134738922119141
2.0,0.014535165381157535,0.9956559806034483,0.9957552675357725,0.0059443460353740965,0.9983953858928611,0.9984366031647736,9.842915805643155e-05,174.630925957812,12.852857924997807,2040.6007586885778,6933.710815138821,7.971096713627257,27.15349395726395,10.4,17.7,18.13900375366211,18.049087524414062,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
3.0,0.00805617269428297,0.9976091056034483,0.9976645475885926,0.004995932112786909,0.9986085863686348,0.9986461468054374,9.648882429441257e-05,174.6492772800848,12.843489722115919,2040.386341985938,6938.768350983515,7.970259148382571,27.173300057151717,10.4,17.1,18.451602935791016,18.545719146728516,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
4.0,0.00592376377390719,0.9981731546336207,0.9982132280026609,0.0038844762877589265,0.998990103009493,0.9990143687358871,9.381533400219318e-05,174.63973028818145,12.869770464021713,2040.4978833394116,6924.599024445324,7.970694856794577,27.11781076248814,10.5,17.4,17.980274200439453,18.189491271972656,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
5.0,0.004356986832344669,0.9986502110272989,0.9986843582200723,0.003899188542398667,0.99887789223277,0.9989063940157039,9.045084971874738e-05,174.6700697299093,12.837311767973006,2040.1434576113913,6942.1076320927905,7.969310381294497,27.18637720326291,10.3,17.5,17.93533706665039,18.080963134765625,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
6.0,0.003628913698525264,0.9988213900862069,0.9988506862729236,0.002595649667358604,0.999326735339662,0.9993446640521536,8.644843137107059e-05,174.6077839289792,12.857722266810015,2040.871214223441,6931.087649174278,7.9721531805603165,27.14322122985057,10.3,17.6,17.982463836669922,18.124893188476562,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
7.0,0.0028671980246730232,0.9990711431393678,0.9990895923959984,0.0036890826979398103,0.9990237662425099,0.9990470986200533,8.18711994874345e-05,174.58748927293345,12.876004903111607,2041.1084521807472,6921.246199468579,7.973079891331044,27.104680576477637,10.3,17.5,17.97607421875,18.22774887084961,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
8.0,0.0023758274385298804,0.9992367097701149,0.9992541027117932,0.0022947102127652205,0.9994613882717296,0.9994740617628295,7.679133974894983e-05,174.621859875042,12.849216679111123,2040.7067033589187,6935.675708923057,7.971510559995776,27.16118878805793,10.3,17.5,17.999492645263672,17.922901153564453,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
9.0,0.001984303710104405,0.9993545707614943,0.9993700921815027,0.002061725944255878,0.999472609349402,0.9994853109545496,7.128896457825363e-05,174.65144578902982,12.871747076977044,2040.361008121601,6923.535668238871,7.9701601879750035,27.11364649358565,10.3,17.4,17.936996459960938,18.086124420166016,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
10.0,0.0017097306320036966,0.9994387571839081,0.9994521799282318,0.0027931374496980126,0.9992481877959559,0.9992657652466328,6.545084971874737e-05,174.6094072330743,12.937169471057132,2040.852240706194,6888.523814994744,7.97207906525857,26.976534610664125,10.3,17.4,17.99915313720703,18.138771057128906,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
11.0,0.0014204462540560756,0.9995397808908046,0.9995514520651575,0.0023373106191106876,0.9995174936600911,0.9995296412234339,5.936906572928624e-05,174.6100847038906,12.866570899030194,2040.8443223901595,6926.32098321684,7.972048134336561,27.124554221848307,10.2,17.4,18.018436431884766,18.048873901367188,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
12.0,0.0012609688886280718,0.9995762616738506,0.9995869025582297,0.0022398430878577944,0.999551156893108,0.9995631025404458,5.313952597646568e-05,174.61981123499572,12.893481829902157,2040.730644934881,6911.8645510726465,7.971604081776879,27.067940576812244,10.2,17.4,17.910106658935547,18.017005920410156,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
13.0,0.0008211223215892397,0.9997137661637931,0.9997187985697368,0.0022780410840911067,0.9995287147377634,0.9995407542423335,4.6860474023534335e-05,174.6011288650334,12.866888946155086,2040.94900368863,6926.149776603959,7.972457045658711,27.123883750025602,10.2,17.5,17.967437744140625,18.053367614746094,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
14.0,0.0007979053704217933,0.999688510237069,0.9996958692365047,0.0020222937938498674,0.9996409255144864,0.9996509735631393,4.0630934270713774e-05,174.6463118570391,12.864805059041828,2040.4209869126832,6927.271699104745,7.970394480127669,27.128277373679346,10.2,17.4,17.91754150390625,18.040634155273438,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
15.0,0.000730615408941247,0.9997530531609196,0.9997593539326174,0.001968399883747882,0.9996521465921587,0.9996621031660033,3.454915028125265e-05,174.68744621798396,12.866183216916397,2039.9405207133527,6926.529686195365,7.968517659036534,27.125371535292334,10.1,17.4,17.99496078491211,18.035755157470703,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
16.0,0.000573316952962985,0.9997979525862069,0.999803459952197,0.0020685778285071304,0.9996297044368141,0.9996401668452857,2.871103542174637e-05,174.61240938585252,12.858499450143427,2040.8171518471265,6930.668725813567,7.971941999402838,27.14158066057289,10.1,17.5,17.915363311767578,18.039005279541016,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
17.0,0.00044162746989864044,0.999823208512931,0.9998277180037861,0.0019166809820332137,0.9996297044368141,0.9996392220340611,2.3208660251050158e-05,174.6563168540597,12.957818829920143,2040.3041036171776,6877.546381048547,7.9699379047546,26.933545265669597,10.2,17.7,17.977890014648438,18.167526245117188,4.0546875,0.8828125,3.703925609588623,0.6129856109619141
18.0,0.0005040021035177954,0.9998119836566092,0.9998167928171646,0.0019325982834359186,0.9996521465921587,0.9996619611575435,1.8128800512565513e-05,173.90922813909128,10.923994431970641,2049.0689528849634,8158.004890517278,8.004175597206888,31.94802067809567,10.2,19.1,17.38876724243164,17.41018295288086,4.0546875,4.150390625,3.703925609588623,0.6129856109619141
19.0,0.00032505966808604096,0.9998484644396551,0.999852517322661,0.00198761231515247,0.9996521465921587,0.9996618420000959,1.3551568628929434e-05,164.6645322018303,10.8602734610904,2164.1090235705237,8205.870719488523,8.453550873322358,32.13547073656831,10.0,17.6,17.048179626464844,17.10195541381836,4.24609375,4.341796875,3.692939281463623,0.6129856109619141
20.0,0.000250821847511434,0.999896170079023,0.999899124059118,0.0020213281127269465,0.9996409255144864,0.9996511674259833,9.549150281252635e-06,164.66334015806206,11.29497412382625,2164.1246901583195,7890.057916291238,8.453612070930935,30.898698498458696,10.0,17.2,16.942920684814453,17.27267074584961,4.4375,0.8828125,3.692939281463623,0.6129856109619141
21.0,0.00025723626216252643,0.9998933638649425,0.9998962088429535,0.001971927701807575,0.999663367669831,0.9996728459199997,6.184665997806822e-06,164.71946366294287,10.859191566938534,2163.3873257940245,8206.688265020128,8.450731741382908,32.13867237249517,10.0,17.5,17.035755157470703,17.17043685913086,4.150390625,4.24609375,3.7039217948913574,0.6137180328369141
22.0,0.00026698845128218335,0.9998765265804598,0.999879741116198,0.0019899792612239706,0.9996521465921587,0.9996618880850664,3.5111757055874332e-06,164.73346158396453,10.85106106591411,2163.203495959852,8212.837386008441,8.450013656093171,32.16275329021013,10.0,18.0,16.98459243774414,17.294189453125,4.341796875,4.4375,3.703193187713623,0.6137180328369141
23.0,0.00023704035014941776,0.9999017825071839,0.9999043846537932,0.00201551210982209,0.9996745887475033,0.9996838785013425,1.570841943568452e-06,164.7360827839002,10.847651698859408,2163.1690761243876,8215.4186430387,8.44987920361089,32.17286189569454,10.0,17.5,16.918190002441406,17.173198699951172,4.533203125,4.62890625,3.703193187713623,0.6137180328369141
24.0,0.0002490911718415118,0.9998905576508621,0.9998936411044987,0.0020056587379671475,0.9996409255144864,0.9996511234168508,3.942649342761118e-07,164.74579424900003,10.854237793944776,2163.0415612395095,8210.433721077681,8.449381098591834,32.153340163110826,10.0,17.5,16.970672607421875,16.916030883789062,4.724609375,4.8203125,3.703193187713623,0.6137180328369141
25.0,0.00017645039820465548,0.9999214260057471,0.9999235460668262,0.002037596415247025,0.9996409255144864,0.9996508410798384,0.0,164.72748293890618,10.85218149702996,2163.2820076062426,8211.989453400676,8.450320342211885,32.15943265374937,10.0,17.7,16.992401123046875,16.985763549804688,4.916015625,5.01171875,3.703193187713623,0.6137180328369141
