epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr,train_epoch_seconds,val_epoch_seconds,train_examples_per_sec,val_examples_per_sec,train_steps_per_sec,val_steps_per_sec,train_cpu_util,val_cpu_util,train_ram_used_gb,val_ram_used_gb,train_vram_used_gb,val_vram_used_gb,train_vram_peak_gb,val_vram_peak_gb
1.0,0.12139169652978857,0.9704982517482518,0.9705330674260487,0.0053646696981793866,0.9986352221858281,0.9987821104507714,0.00014940860259858585,91.57872023200616,13.988768618088216,799.487040379185,1309.4790899832212,3.1229962514811915,5.146986269177417,8.7,9.5,15.17879867553711,15.3863525390625,4.048828125,0.173828125,3.7674145698547363,0.7782659530639648
2.0,0.004395511183705363,0.9987434440559441,0.9988767982636705,0.002224055137263595,0.999563271099465,0.9996087663411822,0.00014764373708464734,35.10513272881508,2.4068480140995234,2085.620942259041,7610.783852030363,8.146956805699379,29.914643375160285,10.6,18.9,15.404716491699219,15.5244140625,4.072265625,4.16796875,3.702967643737793,0.6126918792724609
3.0,0.0025557846456140906,0.9992761145104895,0.9993512085596135,0.0028434359411678403,0.9991811333114969,0.9992677746509041,0.00014473323644161886,35.63984755706042,2.4212294698227197,2054.3297746371973,7565.5778307296205,8.024725682176552,29.736958391338174,11.0,18.7,15.542194366455078,15.692489624023438,4.263671875,4.359375,3.6943044662475586,0.6126918792724609
4.0,0.0013009826620141943,0.9996312281468531,0.99967006296919,0.0012642124982780343,0.9997270444371656,0.9997568670237524,0.00014072300100328978,35.63476567598991,2.4128180609550327,2054.6227430178296,7591.952454446332,8.025870089913397,29.840625435098588,10.8,18.5,15.573974609375,15.622364044189453,4.455078125,4.55078125,3.6943044662475586,0.6126918792724609
5.0,0.0010378885936070156,0.9997678103146853,0.9997922689192537,0.0011004029253266084,0.9997270444371656,0.999756866551647,0.00013567627457812108,35.63930309494026,2.3946576460730284,2054.3611586612233,7649.52770181553,8.024848276020403,30.066928405432808,10.7,18.8,15.586101531982422,15.658733367919922,4.646484375,4.7421875,3.6943044662475586,0.6126918792724609
6.0,0.0008189034211885679,0.9997404938811189,0.9997688788557474,0.0011546911403515646,0.9996178622120319,0.999658532830307,0.0001296726470566059,35.61217554099858,2.439164665993303,2055.9260670752888,7509.948079926103,8.030961199512847,29.51830231218907,10.7,18.6,15.567996978759766,15.619804382324219,4.837890625,4.93359375,3.6943044662475586,0.6126918792724609
7.0,0.0010863076765220481,0.9996995192307693,0.9997320217848374,0.0009681646682534341,0.9997816355497325,0.9998050645119644,0.00012280679923115174,35.68633863911964,2.4216786958277225,2051.6534559737674,7564.174401649498,8.014271312397529,29.731442128985908,11.1,18.4,16.331878662109375,16.471996307373047,5.029296875,5.125,3.6943044662475586,0.6126918792724609
8.0,0.0007656787658904816,0.9997541520979021,0.9997701885030364,0.000818674162702147,0.9997270444371656,0.9997557040331997,0.00011518700962342474,35.65087819797918,2.4278368749655783,2053.694150068655,7544.987963929706,8.022242773705683,29.656028682330977,10.9,18.7,16.383209228515625,16.4483642578125,5.220703125,5.31640625,3.6943044662475586,0.6126918792724609
9.0,0.0006114039179328438,0.9998361013986014,0.9998542933454456,0.0006272307336688341,0.9998362266622994,0.9998536475602459,0.00010693344686738045,35.36430427688174,2.4078260648529977,2070.33621888223,7607.692377529915,8.08725085500871,29.90249214882377,10.7,18.9,16.38150405883789,16.41262435913086,5.412109375,5.5078125,3.6943044662475586,0.6126918792724609
10.0,0.0013660732265952584,0.9996585445804196,0.9996961192458046,0.0006103000730416025,0.9998908177748662,0.9999022407051464,9.817627457812105e-05,35.6436549120117,2.4358860610518605,2054.1103369095476,7520.056168838189,8.02386850355292,29.55803276320284,10.8,18.5,16.404956817626953,16.41756820678711,5.603515625,5.69921875,3.6943044662475586,0.6126918792724609
