epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr
1.0,0.562802882552836,0.8201996026011561,0.8208538830039936,0.2709289430006521,0.9080769922647959,0.9090566842947891,0.0002997040092642407
2.0,0.16555887564069274,0.9547733020231214,0.9550344681838974,0.21330822009494738,0.9318222701924807,0.9328258975973969,0.0002988172051971717
3.0,0.09968759834421853,0.9728143063583815,0.9729453060908778,0.07389015490083649,0.9805720453318942,0.9807168806122956,0.0002973430876093033
4.0,0.06186180445500192,0.9837653540462428,0.9838417991416225,0.0525116554201239,0.9860586436409426,0.9859917257799374,0.00029528747416929463
5.0,0.05033454454014067,0.9864748916184971,0.9865520491406186,0.0822376100938512,0.974635725849973,0.9748468064290066,0.00029265847744427303
6.0,0.042007460070483255,0.9888457369942196,0.9889146873181481,0.03256964233200806,0.9901960784313726,0.9902535587789314,0.0002894664728832377
7.0,0.03178792744013616,0.9915778540462428,0.9916099697906393,0.02627721032686297,0.9934340708760568,0.9934410475512951,0.000285724057869903
8.0,0.028807797183880227,0.9920068641618497,0.9920423996411492,0.03639484150929939,0.9889368591473287,0.9889991642925444,0.00028144600200657956
9.0,0.026061193102357015,0.9929100433526011,0.9929449837981302,0.01546702390953156,0.995682676740421,0.9956944724204158,0.0002766491888253023
10.0,0.016810262823380488,0.9958679552023122,0.9958876668707968,0.031735953591585715,0.9907357438388199,0.9907120594394276,0.00027135254915624217
11.0,0.016627767871570037,0.9956421604046243,0.9956581608806484,0.02081167622851176,0.9943335132218025,0.9943516906945244,0.0002655769864163684
12.0,0.013707200915827228,0.9967937138728323,0.9968102813768072,0.027234564155184722,0.9922647958265876,0.992243356942117,0.0002593452941132117
13.0,0.011515140533447266,0.9970872471098265,0.9971053246794085,0.0682226909452858,0.9747256700845476,0.9745067952516913,0.0002526820658893033
14.0,0.016118760742893107,0.9954841040462428,0.9955117324439383,0.016367254035896183,0.9957726209749955,0.9957802427601858,0.0002456135984623034
15.0,0.008964335987333618,0.9978775289017341,0.9978802768143451,0.03430846080996189,0.9899262457276489,0.9898234546087169,0.00023816778784387096
16.0,0.007938297497743815,0.9979226878612717,0.9979436949499652,0.009796959179986143,0.9976614499010613,0.9976657830797905,0.00023037401924684944
17.0,0.011268101675662003,0.9969066112716763,0.9969326794533258,0.00653753608309723,0.9983810037776578,0.9983737838265785,0.00022226305111525726
18.0,0.004109692711361571,0.9991871387283237,0.9991859815978665,0.0043726281352900066,0.9991005576542543,0.9991003579774983,0.00021386689373476087
19.0,0.008903867936547781,0.997245303468208,0.9972555836425254,0.033579288873125224,0.9901960784313726,0.9900539464171988,0.00020521868290270169
20.0,0.004531424169595531,0.999051661849711,0.9990545455187221,0.00684069437739617,0.9983810037776578,0.9983671485264946,0.00019635254915624208
21.0,0.0031382479419598,0.9993226156069365,0.9993244252344462,0.06863143654645057,0.9750854470228458,0.9757769656264292,0.00018730348307472816
22.0,0.006637244555302438,0.998306539017341,0.9983223949385349,0.005572068388887952,0.9986508364813815,0.9986512722780789,0.00017810719718785867
23.0,0.0034112103412606122,0.9991871387283237,0.9991898509121105,0.003726018763935208,0.9989206691851052,0.998914581129126,0.00016879998503464564
24.0,0.003419184960381833,0.9991871387283237,0.9991869173012212,0.004837080737115839,0.999190501888829,0.9991883953588996,0.000159418577929397
25.0,0.0038158083926735586,0.999164559248555,0.9991705288058336,0.008092729623722159,0.997931282604785,0.9979076083096512,0.00015
26.0,0.0020252822796044323,0.999683887283237,0.9996831712592256,0.0019039209636558536,0.9995502788271272,0.9995499625674121,0.000140581422070603
27.0,0.0013750832893944889,0.999683887283237,0.9996848455205747,0.002898028394819528,0.9995502788271272,0.999551109550511,0.00013120001496535436
28.0,0.002066199145565143,0.9996387283236994,0.9996380089147718,0.005880249813962999,0.9984709480122325,0.9984746891667428,0.0001218928028121413
29.0,0.001113619763038062,0.9998419436416185,0.9998420527004889,0.0015095106709194304,0.9995502788271272,0.9995578722166101,0.00011269651692527177
30.0,0.0014809277016303443,0.999683887283237,0.9996843861098406,0.002346012398887397,0.9991005576542543,0.9991112390670172,0.00010364745084375793
31.0,0.0008255612815735657,0.9998871026011561,0.9998846007894164,0.0019962208201117944,0.999370390357978,0.9993751491753795,9.478131709729836e-05
32.0,0.000846929977394942,0.9998871026011561,0.9998847545861793,0.0016619357558372403,0.9994603345925526,0.9994553233545307,8.61331062652391e-05
33.0,0.0006813696784780204,0.9999096820809249,0.9999086814060746,0.0022747580536322362,0.9992804461234035,0.9992731369876013,7.773694888474269e-05
34.0,0.0004967295193258738,0.9999548410404624,0.9999541206358789,0.0013176641311549438,0.9996402230617017,0.9996407783697118,6.962598075315047e-05
35.0,0.0003237661426467013,0.9999774205202312,0.9999770542331167,0.0012024319156894454,0.9997301672962763,0.9997338480560416,6.183221215612905e-05
36.0,0.0006100976398225465,0.9999322615606936,0.999932730969971,0.0024479538186202485,0.999370390357978,0.9993767887490582,5.438640153769654e-05
37.0,0.0010301876447104306,0.9997742052023122,0.9997764271423695,0.0017889706988539664,0.9994603345925526,0.9994636626775593,4.73179341106967e-05
38.0,0.00029590809879275414,1.0,1.0,0.0008958188465418287,0.9997301672962763,0.9997338480560416,4.0654705886788306e-05
39.0,0.00022368636951281156,1.0,1.0,0.0010395157270711153,0.9996402230617017,0.9996436364005967,3.4423013583631635e-05
40.0,0.00023098918743905304,1.0,1.0,0.0008313308025482941,0.9998201115308508,0.9998252446641505,2.86474508437579e-05
41.0,0.0002078123046139072,1.0,1.0,0.0010404823537909914,0.9996402230617017,0.9996452699400727,2.3350811174697774e-05
42.0,0.00016139806221330787,1.0,1.0,0.0008053567731609917,0.9998201115308508,0.9998252446641505,1.8553997993420465e-05
43.0,0.00017381547761790325,1.0,1.0,0.0012100540191326496,0.9997301672962763,0.9997338480560416,1.42759421300971e-05
44.0,0.00017881438652904048,1.0,1.0,0.0008647729647547719,0.9997301672962763,0.9997378676841615,1.05335271167623e-05
45.0,0.00016598554188116437,1.0,1.0,0.0009396556985316076,0.9996402230617017,0.9996464710760525,7.341522555726972e-06
46.0,0.00013521271677030994,1.0,1.0,0.0007827794472505172,0.9998201115308508,0.9998252446641505,4.712525830705356e-06
47.0,0.000144219445872169,1.0,1.0,0.0008971173464340537,0.9997301672962763,0.9997350330035892,2.656912390696692e-06
48.0,0.00012379628471556427,1.0,1.0,0.0008667990294564733,0.9998201115308508,0.9998224292964244,1.1827948028283352e-06
49.0,0.00013740702042345368,1.0,1.0,0.0008574413039483148,0.9998201115308508,0.9998224292964244,2.9599073575926616e-07
50.0,0.00015997468908398137,1.0,1.0,0.0008967382098556658,0.9998201115308508,0.9998224292964244,0.0
