epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr,train_epoch_seconds,val_epoch_seconds,train_examples_per_sec,val_examples_per_sec,train_steps_per_sec,val_steps_per_sec,train_cpu_util,val_cpu_util,train_ram_used_gb,val_ram_used_gb,train_vram_used_gb,val_vram_used_gb,train_vram_peak_gb,val_vram_peak_gb
1.0,0.1926581064860026,0.9565738371048851,0.9571287536587081,0.009244177055149141,0.9974079310576988,0.9974730333187035,0.0001483610700550354,235.14264721795917,23.272923914017156,1515.4715838071222,3829.2567074618723,3.9465405828310476,10.01163415739375,9.6,13.6,17.549560546875,19.004283905029297,6.029296875,0.16015625,5.6008405685424805,0.8808231353759766
2.0,0.012702493832029146,0.9963266657686781,0.9964054283357971,0.006093428708986961,0.9984514912812227,0.9984864285721813,0.00014351590932319504,183.98401956283487,13.369737413944677,1936.8638691921685,6665.650733502788,5.0439163260212725,17.427417815774024,10.4,17.2,19.190658569335938,19.281707763671875,6.0390625,1.267578125,5.496929168701172,0.8808231353759766
3.0,0.007511357466379802,0.9977045168821839,0.9977560509739827,0.005501329547030517,0.9983841648151889,0.9984205120075584,0.00013567627457812106,176.0481460141018,12.760187468025833,2024.1735460903717,6984.0666701261025,5.27128527627701,18.25991981574297,9.9,16.3,19.26559829711914,19.37171173095703,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
4.0,0.004949511467725381,0.9984032641882183,0.9984435326604058,0.0030917798160032556,0.9991471980969052,0.9991689474899283,0.00012518479547691437,175.9986449549906,12.756824692944065,2024.74286146426,6985.907711759347,5.27276786839651,18.264733239524315,9.8,16.5,19.27355194091797,19.341320037841797,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
5.0,0.004152424376586388,0.9987259788074713,0.9987565390146155,0.0036693800635113,0.9989676608541485,0.9989954555920989,0.00011250000000000001,175.931099656038,12.741293866885826,2025.5202218180982,6994.42308850709,5.274792244317964,18.286996786531923,9.8,16.2,19.29425811767578,19.34952163696289,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
6.0,0.0029146106078706937,0.9990711431393678,0.99909450713581,0.002883324875336457,0.9992481877959559,0.9992692055193522,9.817627457812107e-05,175.86823719507083,12.767223168862984,2026.2442251282637,6980.217923764594,5.276677669604854,18.24985722566878,9.8,16.1,19.28192138671875,19.350387573242188,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
7.0,0.00207982546296613,0.999371408045977,0.9993870912614995,0.002052427667826558,0.9995735990484527,0.9995849840602727,8.283963474507403e-05,175.91530574206263,12.758471885928884,2025.702075761982,6985.005790410279,5.275265822296828,18.26237515614797,9.8,16.3,19.257774353027344,19.34383773803711,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
8.0,0.0015112596681748313,0.9995061063218391,0.9995186739991871,0.0021732506422094513,0.9994613882717296,0.9994763350237102,6.716036525492602e-05,175.90668587596156,12.808041400043294,2025.8013402132835,6957.972512463831,5.2755243234720925,18.19169635095124,9.8,16.2,19.253849029541016,19.35047149658203,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
9.0,0.0011604226183617253,0.9996071300287356,0.9996173824527479,0.0024297509582625002,0.9994501671940573,0.9994658517522467,5.182372542187897e-05,175.92110042390414,12.748388950014487,2025.6353509688422,6990.530360300839,5.2750920598146935,18.27681920543656,9.7,16.1,19.277706146240234,19.370655059814453,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
10.0,0.0010908520941076607,0.9996492232399425,0.9996574658728805,0.002481931640471587,0.9994950515047465,0.9995094598837937,3.750000000000003e-05,175.90422482299618,12.760413359850645,2025.8296829344467,6983.9430343534805,5.275598132641789,18.25959656864338,9.7,16.1,19.332908630371094,19.345348358154297,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
11.0,0.0007630602895528421,0.9997334096623564,0.9997396744118279,0.0021497640445155932,0.9995960412037972,0.9996069747657738,2.4815204523085664e-05,175.91286682407372,12.737638626014814,2025.730160809551,6996.430234563977,5.275338960441539,18.29224449217225,9.7,16.1,19.357585906982422,19.37841796875,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
12.0,0.0006712779145816277,0.9997586655890804,0.9997647949035964,0.0021248441637224487,0.9996184833591418,0.999628696470967,1.4323725421878952e-05,175.90434305812232,12.743018159875646,2025.828321261256,6993.476653796879,5.275594586617854,18.28452232247888,9.7,16.2,19.341510772705078,19.404369354248047,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
13.0,0.0004609953397992014,0.9998175960847702,0.9998222520132821,0.0020716904379279788,0.9996297044368141,0.999639594703173,6.484090676804929e-06,175.8893652150873,12.759022280806676,2026.0008304892847,6984.704473324708,5.276043829399179,18.261587359283837,9.7,16.1,19.31576919555664,19.39147186279297,6.03515625,1.31640625,5.496440887451172,0.8808231353759766
14.0,0.00039263514951727856,0.9998681079382183,0.9998716112004317,0.0020731696080026098,0.9996297044368141,0.9996401937023066,1.6389299449645739e-06,175.9218272389844,12.759698941139504,2025.6269821248886,6984.334067057645,5.27507026595023,18.260618927987963,9.7,16.3,19.338134765625,19.393524169921875,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
15.0,0.00039773537167187397,0.9998400457974138,0.9998448023114579,0.0020592037015924464,0.9996072622814696,0.9996178618408108,0.0,175.88385851611383,12.76193500496447,2026.0642619877044,6983.110317152732,5.27620901559298,18.257419420280826,9.7,16.1,19.311573028564453,19.338623046875,6.03515625,1.314453125,5.496440887451172,0.8808231353759766
