epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1,lr
1.0,0.31728080269340037,0.8829627403846154,0.8941972631086502,0.2137877798221012,0.9434981984932853,0.9503595034617526,0.00029265847744427303
2.0,0.05403049509008448,0.9819438374125874,0.9837485471340021,0.030461037805838177,0.9908286930887652,0.9917804378632212,0.0002713525491562421
3.0,0.030249705681434043,0.9903299825174825,0.9911864008951526,0.011073365197430038,0.9965061687957201,0.9968441306678594,0.00023816778784387096
4.0,0.01714596548280516,0.9948645104895105,0.9953817203921266,0.011319372562592123,0.9968883065836882,0.9971822587194636,0.0001963525491562421
5.0,0.011023207144303755,0.9966127622377622,0.9969509788654333,0.00941075278052155,0.9971066710339557,0.9973271709885383,0.00015
6.0,0.0074519135735251684,0.9976371284965035,0.9978297671955861,0.009086167399754937,0.9972704443716562,0.9974758206615686,0.0001036474508437579
7.0,0.004509506108877542,0.9987297858391608,0.9988456503328714,0.005713733448603747,0.9986352221858281,0.9987407897481225,6.183221215612905e-05
8.0,0.0018646202304146507,0.999371722027972,0.9994288710038443,0.003822592385328809,0.99912654219893,0.9991761518069552,2.86474508437579e-05
9.0,0.0007356583967909113,0.9998224431818182,0.9998417369749246,0.0029334313927525607,0.9993449066491975,0.9993720215528085,7.341522555726971e-06
10.0,0.00039507005806569453,0.9998907342657343,0.9999027475902226,0.002648541937489764,0.9992903155366306,0.9993241824904963,0.0
